time,step,surface,lift,drag,lift_coefficient,drag_coefficient,panel_count,rotational_power,translational_power,power,force_x,force_y,force_z,moment_x,moment_y,moment_z,rotation_centre_x,rotation_centre_y,rotation_centre_z,translation_velocity_x,translation_velocity_y,translation_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,position_x,position_y,position_z,centroid_x,centroid_y,centroid_z
0.0125,1,flat_plate,1964.2978070906656,314.2029509176478,3.928595614181333,0.6284059018352959,224,0.0,0.0,0.0,-31.667232513427734,0.0,1989.0164794921875,-6.892263678537347e-05,-1052.5732420831919,-8.640530990509238e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.025,2,flat_plate,276.6451050921157,15.29296226171597,0.5532902101842317,0.030585924523431954,224,0.0,0.0,0.0,-32.97829055786133,0.0,275.09783935546875,-1.632218364377991e-05,-51.704888803833455,3.2058786749583623e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0375,3,flat_plate,336.31012558042124,23.936042720664943,0.6726202511608428,0.04787208544132991,224,0.0,0.0,0.0,-34.827239990234375,0.0,335.3572692871094,9.537057887598621e-05,-90.3786627597292,-4.006190552283129e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.05,4,flat_plate,361.60352424830677,26.42975145745186,0.7232070484966139,0.052859502914903746,224,0.0,0.0,0.0,-36.76356887817383,0.0,360.6994323730469,4.3251977338343295e-05,-104.48132331762463,-2.39339620991888e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0625,5,flat_plate,368.14644402844414,25.766283387153877,0.7362928880568886,0.05153256677430778,224,0.0,0.0,0.0,-38.553123474121094,0.0,367.0277404785156,-0.00015213286170734364,-105.50613821076695,-1.062934575149499e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.075,6,flat_plate,369.64679022739676,24.406827869684324,0.7392935804547939,0.04881365573936867,224,0.0,0.0,0.0,-40.15245819091797,0.0,368.26922607421875,-0.00016831296663255557,-103.3371440563933,3.044147940861608e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0875,7,flat_plate,371.236437549273,23.2298359315501,0.7424728750985463,0.04645967186310022,224,0.0,0.0,0.0,-41.587608337402344,0.0,369.6303405761719,-1.0471574828585517e-05,-101.60416151440586,3.6911320675236947e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1,8,flat_plate,373.4242787548201,22.295576912576937,0.7468485575096405,0.0445911538251539,224,0.0,0.0,0.0,-42.88758850097656,0.0,371.6227111816406,0.0001688904702135119,-100.60790235258173,-2.294712876091398e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1125,9,flat_plate,375.8137047629286,21.513832175178848,0.7516274095258575,0.043027664350357715,224,0.0,0.0,0.0,-44.0723762512207,0.0,373.840087890625,0.0003649340476634677,-100.01383750126115,-6.807769507718997e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.125,10,flat_plate,378.1835613376409,20.83094489238008,0.7563671226752822,0.04166188978476018,224,0.0,0.0,0.0,-45.156410217285156,0.0,376.05535888671875,-0.00023477461078869055,-99.62611384812044,3.5485552533458253e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1375,11,flat_plate,380.47436365033866,20.224522879799245,0.7609487273006776,0.04044904575959851,224,0.0,0.0,0.0,-46.15141296386719,0.0,378.2060546875,0.00018200370715248937,-99.37262182062841,7.747539961515393e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.15,12,flat_plate,382.6708254335536,19.681787918100508,0.7653416508671076,0.03936357583620103,224,0.0,0.0,0.0,-47.06731414794922,0.0,380.27490234375,-0.00026807169662390606,-99.21805702181882,-3.942179257629408e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1625,13,flat_plate,384.7645328124284,19.19263777624266,0.7695290656248571,0.03838527555248534,224,0.0,0.0,0.0,-47.912601470947266,0.0,382.2518615722656,0.00048289966581904764,-99.13634893934068,-5.39867686265294e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.175,14,flat_plate,386.75230235339825,18.74911653136322,0.7735046047067968,0.03749823306272646,224,0.0,0.0,0.0,-48.694557189941406,0.0,384.1324157714844,-0.00011727775304137822,-99.10862085051485,5.499803397875092e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1875,15,flat_plate,388.6347989997572,18.344992690454212,0.7772695979995148,0.036689985380908445,224,0.0,0.0,0.0,-49.41943359375,0.0,385.9161376953125,-0.0002726410812812219,-99.12062632001471,3.42045769971544e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2,16,flat_plate,390.41408663824757,17.97506388809629,0.7808281732764955,0.035950127776192595,224,0.0,0.0,0.0,-50.09271240234375,0.0,387.6041564941406,0.00012748339419843546,-99.16167958454753,5.951086933637939e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2125,17,flat_plate,392.0943025342106,17.63519833667011,0.7841886050684216,0.03527039667334024,224,0.0,0.0,0.0,-50.719181060791016,0.0,389.1998291015625,-0.0003532909180457011,-99.22428990919434,1.61225560124309e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.225,18,flat_plate,393.6800962682979,17.321873638614214,0.7873601925365962,0.034643747277228444,224,0.0,0.0,0.0,-51.30311584472656,0.0,390.7071228027344,0.00013191721301453185,-99.3025568951125,4.708450865101299e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2375,19,flat_plate,395.1770098391454,17.032305785503855,0.7903540196782911,0.03406461157100772,224,0.0,0.0,0.0,-51.84822082519531,0.0,392.1310119628906,0.00045842784808414194,-99.39245908183511,7.53423000374176e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.25,20,flat_plate,396.58987992198513,16.764020238421452,0.7931797598439706,0.03352804047684292,224,0.0,0.0,0.0,-52.35777282714844,0.0,393.475830078125,-0.00043200475388616155,-99.49019291554578,1.3160603646450442e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
