time,step,surface,lift,drag,lift_coefficient,drag_coefficient,panel_count,rotational_power,translational_power,power,force_x,force_y,force_z,moment_x,moment_y,moment_z,rotation_centre_x,rotation_centre_y,rotation_centre_z,translation_velocity_x,translation_velocity_y,translation_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,position_x,position_y,position_z,centroid_x,centroid_y,centroid_z
0.0125,1,flat_plate,2338.09439893563,450.5593290071364,4.67618879787126,0.9011186580142728,224,0.0,0.0,0.0,-45.40363311767578,0.0,2380.677978515625,0.00015595080947150564,-1260.6961995251477,1.0355631089517536e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.025,2,flat_plate,330.66024087082207,21.942593909008302,0.6613204817416442,0.043885187818016605,224,0.0,0.0,0.0,-47.2850341796875,0.0,327.99664306640625,-0.0004906679998537555,-61.90356978129421,-3.9066577949171954e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0375,3,flat_plate,401.3888333295665,34.267590589746696,0.8027776666591331,0.06853518117949339,224,0.0,0.0,0.0,-49.934669494628906,0.0,399.7421569824219,0.0006138083912929915,-107.9281771184178,5.779198312752531e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.05,4,flat_plate,431.5718982619769,37.84527030087511,0.8631437965239538,0.07569054060175022,224,0.0,0.0,0.0,-52.7105827331543,0.0,430.0094909667969,-0.0001297482306839015,-124.77630877419142,6.302992232865012e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0625,5,flat_plate,439.547285012293,36.91531852362768,0.879094570024586,0.07383063704725537,224,0.0,0.0,0.0,-55.27838897705078,0.0,437.61724853515625,5.493416379209748e-05,-126.03979124961188,3.114938494391817e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.075,6,flat_plate,441.47315376382323,34.97709439735007,0.8829463075276465,0.06995418879470014,224,0.0,0.0,0.0,-57.574668884277344,0.0,439.0980529785156,-0.0002478682640045804,-123.4522711376776,3.3617672035926582e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0875,7,flat_plate,443.4451332033182,33.289288656610886,0.8868902664066365,0.06657857731322177,224,0.0,0.0,0.0,-59.635589599609375,0.0,440.676025390625,0.0002110539824329294,-121.353446528723,3.7935787163510815e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1,8,flat_plate,446.10709821521317,31.94665759805575,0.8922141964304263,0.06389331519611151,224,0.0,0.0,0.0,-61.50233459472656,0.0,443.00067138671875,-0.00032793394119323693,-120.12986102717696,1.8902614688370845e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1125,9,flat_plate,449.0023571285363,30.822801012923865,0.8980047142570726,0.06164560202584773,224,0.0,0.0,0.0,-63.203590393066406,0.0,445.5989990234375,0.0004073040891370283,-119.39082295109984,-3.0346645383746984e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.125,10,flat_plate,451.87468923004525,29.842034143437626,0.9037493784600905,0.05968406828687525,224,0.0,0.0,0.0,-64.76011657714844,0.0,448.20465087890625,-0.00038084052185638484,-118.90494325308828,-3.8660339697939305e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1375,11,flat_plate,454.65058848809724,28.97147955473631,0.9093011769761945,0.05794295910947262,224,0.0,0.0,0.0,-66.18878936767578,0.0,450.7388916015625,0.000598103002623418,-118.5830455342948,4.915995296696923e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.15,12,flat_plate,457.3104445286006,28.192430031848,0.9146208890572012,0.056384860063696,224,0.0,0.0,0.0,-67.50382995605469,0.0,453.17864990234375,-0.0006514535364061658,-118.38177002046723,-5.4427495950297444e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1625,13,flat_plate,459.84468705724055,27.49031700345108,0.9196893741144812,0.05498063400690216,224,0.0,0.0,0.0,-68.71749877929688,0.0,455.51153564453125,9.569672267417673e-05,-118.26951660134364,-3.3419368085096934e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.175,14,flat_plate,462.2498849357677,26.853834575904454,0.9244997698715354,0.053707669151808905,224,0.0,0.0,0.0,-69.84014129638672,0.0,457.7318420410156,5.518832793427464e-05,-118.22310592609574,5.551380625273827e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1875,15,flat_plate,464.5275768113811,26.274129387388182,0.9290551536227621,0.05254825877477636,224,0.0,0.0,0.0,-70.8807373046875,0.0,459.8392333984375,-0.0004723402851070091,-118.22584299846494,-7.823335346025806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2,16,flat_plate,466.6793135923511,25.743317862381755,0.9333586271847022,0.05148663572476351,224,0.0,0.0,0.0,-71.84732055664062,0.0,461.8335876464844,0.0008441846548521426,-118.26412175915902,2.7715267213318517e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2125,17,flat_plate,468.7109547862375,25.25570362029341,0.937421909572475,0.05051140724058682,224,0.0,0.0,0.0,-72.7466812133789,0.0,463.7194519042969,0.00021434533967124025,-118.32925129625073,-1.6769336999913897e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.225,18,flat_plate,470.62891927950824,24.806481364323382,0.9412578385590165,0.049612962728646764,224,0.0,0.0,0.0,-73.58485412597656,0.0,465.5021057128906,-0.0005330436082857659,-118.4144368567213,-3.8583471936165514e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2375,19,flat_plate,472.43811035286535,24.391077434343256,0.9448762207057307,0.04878215486868651,224,0.0,0.0,0.0,-74.3673324584961,0.0,467.1853942871094,0.00021740848796980572,-118.51362367061665,2.15835740757786e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.25,20,flat_plate,474.1460281565664,24.00635153377945,0.9482920563131327,0.0480127030675589,224,0.0,0.0,0.0,-75.09874725341797,0.0,468.7760009765625,-0.0005561170914560876,-118.6231707472034,-8.949620528463098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2625,21,flat_plate,475.757580013313,23.648885237939123,0.951515160026626,0.04729777047587824,224,0.0,0.0,0.0,-75.78346252441406,0.0,470.27801513671875,0.0007026646423184957,-118.73948786880646,-3.7340327362217485e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.275,22,flat_plate,477.27990455155134,23.316358387986035,0.9545598091031027,0.04663271677597207,224,0.0,0.0,0.0,-76.42523193359375,0.0,471.69793701171875,6.318596432919321e-05,-118.86083074459748,4.0327797015682343e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.2875,23,flat_plate,478.71740466365384,23.00611112146248,0.9574348093273076,0.04601222224292496,224,0.0,0.0,0.0,-77.02757263183594,0.0,473.0395202636719,-0.00041672650626622953,-118.98431319826341,8.121340621253248e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.3,24,flat_plate,480.07612070630165,22.716440017194092,0.9601522414126034,0.04543288003438818,224,0.0,0.0,0.0,-77.5934066772461,0.0,474.3083190917969,-5.668368876143859e-05,-119.10918224482157,-6.150108696978407e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.3125,25,flat_plate,481.36104826182213,22.445419580362145,0.9627220965236443,0.04489083916072429,224,0.0,0.0,0.0,-78.12565612792969,0.0,475.5088195800781,0.0003193551414142348,-119.23419172312424,-1.6209411081921643e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
