time,step,group_id,mode,radial_amplitude,axial_amplitude,combined_amplitude,radial_phase,axial_phase,major_radius,azimuthal_coverage
0.0,0,0,1,0.010206208390589628,7.559905634361087e-19,0.010206208390589628,2.353304975681563,-0.6202494859828215,0.9999999993129642,1.0
0.0,0,0,2,0.010206208084041357,1.715953207351587e-19,0.010206208084041357,-0.3096711085874893,0.8760580505981934,0.9999999993129642,1.0
0.0,0,0,3,0.010206207652231345,2.1216070191485861e-19,0.010206207652231345,-1.6839317438475248,1.941687615607559,0.9999999993129642,1.0
0.0,0,0,4,0.010206207741179954,1.2046283234539758e-19,0.010206207741179954,-2.5217031348853496,2.323947607757091,0.9999999993129642,1.0
0.0,0,0,5,0.010206208458265347,1.1468953095676184e-19,0.010206208458265347,0.9802940439044971,0.2914567944778671,0.9999999993129642,1.0
0.0,0,0,6,0.010206208385674022,1.3635121057783822e-19,0.010206208385674022,0.9801424068715924,-1.0891326492400353,0.9999999993129642,1.0
0.0,0,0,7,0.010206205734710705,7.470787718912853e-20,0.010206205734710705,0.364950001157583,1.2722973952087173,0.9999999993129642,1.0
0.0,0,0,8,0.010206206587465622,8.006818780661372e-20,0.010206206587465622,-0.8408400496188971,-1.0303768265243125,0.9999999993129642,1.0
0.0,0,0,9,0.010206205335022329,9.9019838227592e-20,0.010206205335022329,-2.5062685485219554,-1.9100889412489412,0.9999999993129642,1.0
0.0,0,0,10,0.01020620836820846,3.202727512264549e-20,0.01020620836820846,-1.8342338975345707,2.1112158270654806,0.9999999993129642,1.0
0.0,0,0,11,0.010206206854286349,8.584160283415686e-20,0.010206206854286349,0.12933627738393363,1.6991195544806914,0.9999999993129642,1.0
0.0,0,0,12,0.010206207767751113,3.1312822234060104e-20,0.010206207767751113,-0.18906186950752785,-0.6610431688506869,0.9999999993129642,1.0
0.0,0,0,13,0.010206205552810725,7.753176969180955e-20,0.010206205552810725,-1.0527940432088696,0.40024065703397416,0.9999999993129642,1.0
