time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,power,rotational_power,translational_power
0.0125,1,3.163765397987679,0.4035605587278771,0.0,-20.338953,0.0,1594.5703,0.0,0.0,1370.95703125,1.0512584367461386e-05,-46.07848386839032,8.581721036961601e-07,1581.8826989938395,201.78027936393855,50.0,10.0,2.1025168734922774e-09,-0.09215696773678064,1.7163442073923203e-10,4.61578369140625e-08,-0.8894423828125,1.0188668966293335e-10,22.554157257080078,-22.554156720638275,0.0,56,0.0,0.0,0.0
0.025,2,0.4440186432994034,0.01962620762454836,0.0,-21.180122,0.0,221.21446,0.0,0.0,6.359240531921387,0.0002397409101817516,69.18225565947068,-6.496771041853561e-07,222.0093216497017,9.81310381227418,50.0,10.0,4.794818203635032e-08,0.13836451131894137,-1.2993542083707122e-10,5.658864974975586e-08,0.02775727081298828,1.5059486031532289e-10,21.668453216552734,-21.668453495368958,0.0,112,0.0,0.0,0.0
0.0375,3,0.5404853309894688,0.0307842511103013,0.0,-22.36818,0.0,269.75485,0.0,0.0,48.66419219970703,9.093612096222614e-06,62.28760077513289,9.640357924289161e-07,270.2426654947344,15.39212555515065,50.0,10.0,1.8187224192445228e-09,0.12457520155026577,1.9280715848578322e-10,-1.2195110321044922e-08,-0.010302266120910645,1.2434087693691253e-09,22.29521942138672,-22.295225431132803,0.0,168,0.0,0.0,0.0
0.05,4,0.5811546948866987,0.033987807977147094,0.0,-23.61203,0.0,290.11456,0.0,0.0,58.02747344970703,-0.00019384132703592627,61.13917031517485,-2.3653665280256447e-06,290.57734744334937,16.993903988573546,50.0,10.0,-3.876826540718526e-08,0.1222783406303497,-4.73073305605129e-10,-6.666183471679688e-08,-0.02277896499633789,1.2308359146118165e-09,23.40162467956543,-23.4016352803324,0.0,224,0.0,0.0,0.0
0.0625,5,0.5914785259612511,0.033118794732566036,0.0,-24.760708,0.0,295.16577,0.0,0.0,52.598880767822266,8.414984383264823e-05,62.866337866551476,2.6812413757553583e-06,295.73926298062554,16.55939736628302,50.0,10.0,1.6829968766529644e-08,0.12573267573310296,5.362482751510717e-10,2.9981136322021485e-08,-0.021850242614746093,1.1515803635120391e-09,24.456453323364258,-24.456454041559592,0.0,280,0.0,0.0,0.0
0.075,6,0.5937353477212775,0.03136372900382388,0.0,-25.786745,0.0,296.16107,0.0,0.0,44.79696273803711,-8.718700159349169e-05,65.10938376095146,-9.912181024758493e-08,296.8676738606387,15.681864501911939,50.0,10.0,-1.7437400318698338e-08,0.13021876752190292,-1.9824362049516986e-11,-3.725290298461914e-08,-0.01786178970336914,1.2795906513929367e-09,25.34223747253418,-25.342242878809444,0.0,336,0.0,0.0,0.0
0.0875,7,0.5962086910361717,0.029852076933406687,0.0,-26.707327,0.0,297.28052,0.0,0.0,38.50625991821289,4.177547311101648e-05,67.0449375117023,-9.71537012024043e-07,298.10434551808584,14.926038466703343,50.0,10.0,8.355094622203296e-09,0.1340898750234046,-1.9430740240480858e-10,2.167224884033203e-08,-0.014550386428833008,-5.509704351425171e-10,26.0886287689209,-26.08862120178278,0.0,392,0.0,0.0,0.0
0.1,8,0.599672833393956,0.028654750610812737,0.0,-27.541222,0.0,298.9124,0.0,0.0,33.72999954223633,-0.0001245695533675928,68.64143750691437,-1.1771348039195384e-07,299.836416696978,14.327375305406369,50.0,10.0,-2.4913910673518557e-08,0.13728287501382874,-2.354269607839077e-11,-3.5881996154785155e-08,-0.012173379898071289,7.728114724159241e-10,26.734272003173828,-26.734262085564822,0.0,448,0.0,0.0,0.0
0.1125,9,0.603464314284016,0.027652616196758534,0.0,-28.301249,0.0,300.71997,0.0,0.0,29.902910232543945,0.00032615337393693267,70.00642245716881,4.159506390653475e-06,301.732157142008,13.826308098379267,50.0,10.0,6.523067478738653e-08,0.14001284491433763,8.319012781306951e-10,7.022619247436523e-08,-0.01034712314605713,1.641828566789627e-09,27.302082061767578,-27.302085617148467,0.0,504,0.0,0.0,0.0
0.125,10,0.6072248111976759,0.026776654755474784,0.0,-28.996647,0.0,302.52097,0.0,0.0,26.705366134643555,-1.3358054665957297e-05,71.20581430834136,1.6120470296560052e-06,303.61240559883794,13.388327377737392,50.0,10.0,-2.6716109331914595e-09,0.14241162861668272,3.22409405931201e-10,-5.209445953369141e-09,-0.008848888397216797,-2.48076394200325e-09,27.80593490600586,-27.805923289692178,0.0,560,0.0,0.0,0.0
